season,sofa_player_id,Pos
2025-2026,128637,DF
2025-2026,1170722,DF
2025-2026,1499991,DF
2025-2026,103442,DF
2025-2026,215246,FW
2025-2026,1606642,FW
2025-2026,122848,DF
2025-2026,988801,MF
2025-2026,855837,DF
2025-2026,843665,DF
2025-2026,998951,FW
2025-2026,575852,MF
2025-2026,1627560,MF
2025-2026,805123,FW
2025-2026,976410,DF
2025-2026,1087043,DF
2025-2026,997103,DF
2025-2026,1216282,Off_MF
2025-2026,1162611,FW
2025-2026,797306,DF
2025-2026,978327,FW
2025-2026,1526934,DF
2025-2026,918437,FW
2025-2026,1146091,FW
2025-2026,1862843,DF
2025-2026,963298,FW
2025-2026,981470,DF
2025-2026,788921,Off_MF
2025-2026,1005834,FW
2025-2026,1130942,Off_MF
2025-2026,1470032,FW
2025-2026,123976,MF
2025-2026,910076,FW
2025-2026,353154,Off_MF
2025-2026,1995809,Off_MF
2025-2026,828639,FW
2025-2026,1402698,FW
2025-2026,1027091,DF
2025-2026,808955,DF
2025-2026,848458,DF
2025-2026,1103693,MF
2025-2026,72998,MF
2025-2026,835600,Off_MF
2025-2026,1881902,FW
2025-2026,1152139,DF
2025-2026,836705,FW
2025-2026,1152505,FW
2025-2026,1084043,DF
2025-2026,1012179,Off_MF
2025-2026,365812,DF
2025-2026,115665,FW
2025-2026,96544,MF
2025-2026,152446,DF
2025-2026,139273,DF
2025-2026,1129527,Off_MF
2025-2026,1155383,Def_MF
2025-2026,828239,DF
2025-2026,888854,Off_MF
2025-2026,801837,DF
2025-2026,43215,DF
2025-2026,158615,MF
2025-2026,1092769,FW
2025-2026,998830,DF
2025-2026,1018179,FW
2025-2026,1069703,DF
2025-2026,1389689,MF
2025-2026,1090694,DF
2025-2026,1482424,Off_MF
2025-2026,1069560,FW
2025-2026,800400,Off_MF
2025-2026,892924,Off_MF
2025-2026,800252,Off_MF
2025-2026,138156,DF
2025-2026,111969,MF
2025-2026,1131448,DF
2025-2026,98212,DF
2025-2026,846252,MF
2025-2026,1471095,Off_MF
2025-2026,1010223,Off_MF
2025-2026,218160,FW
2025-2026,796320,DF
2025-2026,168987,FW
2025-2026,839585,Def_MF
2025-2026,786259,DF
2025-2026,318927,DF
2025-2026,132645,FW
2025-2026,1003007,DF
2025-2026,40672,Def_MF
2025-2026,877835,FW
2025-2026,962064,Off_MF
2025-2026,1513469,Off_MF
2025-2026,1468090,FW
2025-2026,45925,Off_MF
2025-2026,983815,MF
2025-2026,1166832,FW
2025-2026,209768,Def_MF
2025-2026,1138150,DF
2025-2026,814360,DF
2025-2026,1162107,FW
2025-2026,917007,FW
2025-2026,875136,FW
2025-2026,1150952,DF
2025-2026,191188,MF
2025-2026,387220,DF
2025-2026,839898,Off_MF
2025-2026,91046,DF
2025-2026,1048009,DF
2025-2026,846445,Off_MF
2025-2026,41605,DF
2025-2026,888219,FW
2025-2026,835480,FW
2025-2026,891505,FW
2025-2026,1015164,DF
2025-2026,891511,FW
2025-2026,910536,FW
2025-2026,891931,Def_MF
2025-2026,309546,FW
2025-2026,217784,DF
2025-2026,1926085,FW
2025-2026,1173575,Off_MF
2025-2026,1386065,MF
2025-2026,1094758,DF
2025-2026,367056,FW
2025-2026,319861,FW
2025-2026,862697,DF
2025-2026,1405239,FW
2025-2026,146101,DF
2025-2026,1177723,FW
2025-2026,1130067,DF
2025-2026,1165371,DF
2025-2026,989371,MF
2025-2026,1520771,FW
2025-2026,1064082,Off_MF
2025-2026,1088897,DF
2025-2026,1918369,DF
2025-2026,985199,FW
2025-2026,1403050,DF
2025-2026,149663,DF
2025-2026,1034082,MF
2025-2026,1398518,Off_MF
2025-2026,45923,FW
2025-2026,758664,MF
2025-2026,846036,DF
2025-2026,823941,FW
2025-2026,966869,DF
2025-2026,1029018,Off_MF
2025-2026,1097453,Def_MF
2025-2026,1423711,DF
2025-2026,557166,FW
2025-2026,785468,DF
2025-2026,341589,MF
2025-2026,1087364,DF
2025-2026,229544,DF
2025-2026,1017392,Off_MF
2025-2026,873554,FW
2025-2026,879543,DF
2025-2026,1129401,MF
2025-2026,1064842,MF
2025-2026,1424353,DF
2025-2026,891829,MF
2025-2026,1568522,Off_MF
2025-2026,149732,MF
2025-2026,933398,DF
2025-2026,1402217,Off_MF
2025-2026,1397934,DF
2025-2026,1210995,MF
2025-2026,1198075,Off_MF
2025-2026,885664,MF
2025-2026,1025895,Def_MF
2025-2026,1046796,Off_MF
2025-2026,802034,DF
2025-2026,1630975,DF
2025-2026,1195784,FW
2025-2026,1168588,FW
2025-2026,356352,DF
2025-2026,1394089,FW
2025-2026,344751,MF
2025-2026,999231,FW
2025-2026,1004790,FW
2025-2026,1088896,FW
2025-2026,984527,DF
2025-2026,1123175,DF
2025-2026,369866,MF
2025-2026,1423504,MF
2025-2026,865651,FW
2025-2026,1012172,FW
2025-2026,143047,DF
2025-2026,879875,DF
2025-2026,1526618,MF
2025-2026,361780,DF
2025-2026,352668,DF
2025-2026,824200,FW
2025-2026,791,MF
2025-2026,246999,Off_MF
2025-2026,907668,MF
2025-2026,995316,DF
2025-2026,1014540,DF
2025-2026,82566,MF
2025-2026,369650,DF
2025-2026,208988,DF
2025-2026,1545409,DF
2025-2026,842922,FW
2025-2026,1127191,MF
2025-2026,1545376,FW
2025-2026,966802,MF
2025-2026,788784,DF
2025-2026,1398511,DF
2025-2026,904991,DF
2025-2026,1101174,Off_MF
2025-2026,1406007,FW
2025-2026,825719,DF
2025-2026,954076,Off_MF
2025-2026,905381,FW
2025-2026,1868591,MF
2025-2026,1149127,MF
2025-2026,1084311,Off_MF
2025-2026,910024,FW
2025-2026,1021165,DF
2025-2026,914835,DF
2025-2026,1513896,DF
2025-2026,135116,DF
2025-2026,989113,FW
2025-2026,795508,MF
2025-2026,1103079,DF
2025-2026,1026015,FW
2025-2026,788170,DF
2025-2026,1404639,DF
2025-2026,868958,MF
2025-2026,794294,DF
2025-2026,146853,DF
2025-2026,1409700,DF
2025-2026,3577,DF
2025-2026,1597265,FW
2025-2026,997583,MF
2025-2026,787889,MF
2025-2026,965009,FW
2025-2026,805096,DF
2025-2026,1122603,FW
2025-2026,1048366,DF
2025-2026,98435,MF
2025-2026,1402924,DF
2025-2026,1110842,FW
2025-2026,970778,Off_MF
2025-2026,996985,FW
2025-2026,1035619,FW
2025-2026,66518,MF
2025-2026,1142149,MF
2025-2026,796987,MF
2025-2026,975800,FW
2025-2026,845742,MF
2025-2026,966441,DF
2025-2026,795044,FW
2025-2026,851100,FW
2025-2026,170129,DF
2025-2026,920379,Off_MF
2025-2026,990169,MF
2025-2026,867441,MF
2025-2026,965264,DF
2025-2026,892141,FW
2025-2026,1089108,Off_MF
2025-2026,158233,FW
2025-2026,846425,MF
2025-2026,1127823,DF
2025-2026,862223,Off_MF
2025-2026,548188,MF
2025-2026,50480,FW
2025-2026,992331,FW
2025-2026,842526,Def_MF
2025-2026,993455,MF
2025-2026,1494826,FW
2025-2026,1019236,Off_MF
2025-2026,1172477,FW
2025-2026,1127590,Off_MF
2025-2026,850993,FW
2025-2026,1138856,FW
2025-2026,979315,FW
2025-2026,1103141,FW
2025-2026,111483,MF
2025-2026,915812,Off_MF
2025-2026,184421,DF
2025-2026,848512,Off_MF
2025-2026,316148,MF
2025-2026,873106,DF
2025-2026,1008402,DF
2025-2026,125407,FW
2025-2026,851271,DF
2025-2026,605374,FW
2025-2026,930245,FW
2025-2026,873189,DF
2025-2026,1445799,DF
2025-2026,837205,MF
2025-2026,994556,Off_MF
2025-2026,1000175,FW
2025-2026,17651,MF
2025-2026,333261,FW
2025-2026,989186,DF
2025-2026,979144,DF
2025-2026,558320,DF
2025-2026,840951,DF
2025-2026,867887,MF
2025-2026,1145100,DF
2025-2026,1613917,FW
2025-2026,1391375,FW
2025-2026,851596,Off_MF
2025-2026,238612,DF
2025-2026,1119586,MF
2025-2026,352544,Off_MF
2025-2026,875890,FW
2025-2026,970928,Off_MF
2025-2026,1177401,DF
2025-2026,273405,DF
2025-2026,1035752,MF
2025-2026,813574,DF
2025-2026,155818,Off_MF
2025-2026,868715,DF
2025-2026,996929,DF
2025-2026,873347,DF
2025-2026,105951,Def_MF
2025-2026,1418623,Off_MF
2025-2026,931278,DF
2025-2026,138572,DF
2025-2026,942834,FW
2025-2026,832208,FW
2025-2026,1019125,Off_MF
2025-2026,1006073,FW
2025-2026,1391251,Off_MF
2025-2026,829570,FW
2025-2026,1031548,FW
2025-2026,45512,FW
2025-2026,1397558,DF
2025-2026,972523,MF
2025-2026,1142606,FW
2025-2026,143334,DF
2025-2026,309156,FW
2025-2026,322391,Off_MF
2025-2026,839493,DF
2025-2026,842399,Off_MF
2025-2026,1402716,FW
2025-2026,1142679,FW
2025-2026,894733,Off_MF
2025-2026,973437,DF
2025-2026,35428,FW
2025-2026,1128530,MF
2025-2026,1590918,FW
2025-2026,1015256,FW
2025-2026,1170560,Def_MF
2025-2026,1000483,MF
2025-2026,361420,FW
2025-2026,1003012,MF
2025-2026,1445628,MF
2025-2026,1144630,DF
2025-2026,1019442,Off_MF
2025-2026,1002813,DF
2025-2026,987491,FW
2025-2026,888550,Off_MF
2025-2026,997033,Off_MF
2025-2026,877037,FW
2025-2026,142390,Off_MF
2025-2026,1142612,MF
2025-2026,1154894,MF
2025-2026,949156,MF
2025-2026,836694,Off_MF
2025-2026,877979,FW
2025-2026,944629,MF
2025-2026,847030,DF
2025-2026,1010220,DF
2025-2026,873534,DF
2025-2026,1154898,MF
2025-2026,980624,Off_MF
2025-2026,921033,FW
2025-2026,592010,Off_MF
2025-2026,845693,Off_MF
2025-2026,35532,FW
2025-2026,1112879,FW
2025-2026,1085381,FW
2025-2026,809276,FW
2025-2026,1210666,DF
2025-2026,983540,FW
2025-2026,254119,DF
2025-2026,980383,FW
2025-2026,895868,MF
2025-2026,928800,MF
2025-2026,805465,DF
2025-2026,866191,MF
2025-2026,989894,DF
2025-2026,1403559,FW
2025-2026,106662,DF
2025-2026,155995,DF
2025-2026,1065216,Off_MF
2025-2026,1407484,DF
2025-2026,952222,DF
2025-2026,1548910,DF
2025-2026,962068,Off_MF
2025-2026,1031283,DF
2025-2026,754710,FW
2025-2026,818244,FW
2025-2026,1088565,Off_MF
2025-2026,875548,Off_MF
2025-2026,604954,FW
2025-2026,1122806,DF
2025-2026,970361,FW
2025-2026,1410231,FW
2025-2026,169255,Def_MF
2025-2026,925097,DF
2025-2026,893640,FW
2025-2026,219572,DF
2025-2026,795066,FW
2025-2026,822470,FW
2025-2026,922573,FW
2025-2026,946158,DF
2025-2026,965950,DF
2025-2026,925910,FW
2025-2026,1112796,FW
2025-2026,962883,Off_MF
2025-2026,1022204,FW
2025-2026,949722,MF
2025-2026,1384847,DF
2025-2026,1493689,FW
2025-2026,1155625,FW
2025-2026,101882,DF
2025-2026,803185,FW
2025-2026,928672,DF
2025-2026,988252,DF
2025-2026,2193194,MF
2025-2026,1201388,MF
2025-2026,44566,DF
2025-2026,945830,MF
2025-2026,822600,MF
2025-2026,1149113,MF
2025-2026,940328,FW
2025-2026,1128063,DF
2025-2026,597876,DF
2025-2026,1013842,DF
2025-2026,802142,FW
2025-2026,1089388,Def_MF
2025-2026,991478,FW
2025-2026,1083007,FW
2025-2026,161717,MF
2025-2026,1009334,DF
2025-2026,280551,DF
2025-2026,800408,MF
2025-2026,842188,MF
2025-2026,1002347,DF
2025-2026,844096,FW
2025-2026,38162,FW
2025-2026,345195,FW
2025-2026,964119,DF
2025-2026,784655,MF
2025-2026,1174761,DF
2025-2026,139235,DF
2025-2026,1084730,FW
2025-2026,996820,MF
2025-2026,789192,FW
2025-2026,1014493,DF
2025-2026,997087,FW
2025-2026,822519,DF
2025-2026,149728,FW
2025-2026,844744,DF
2025-2026,2127096,MF
2025-2026,981604,FW
2025-2026,284441,Off_MF
2025-2026,1649919,FW
2025-2026,19356,FW
2025-2026,1086223,FW
2025-2026,981168,DF
2025-2026,151138,DF
2025-2026,362014,DF
2025-2026,1153079,DF
2025-2026,1514916,FW
2025-2026,919027,DF
2025-2026,1089582,MF
2025-2026,70996,Off_MF
2025-2026,795064,DF
2025-2026,803031,DF
2025-2026,1050692,DF
2025-2026,873551,FW
2025-2026,1440948,Off_MF
2025-2026,1067204,Off_MF
2025-2026,877980,FW
2025-2026,1526628,Off_MF
2025-2026,944327,FW
2025-2026,325355,DF
2025-2026,1069244,FW
2025-2026,1100836,FW
2025-2026,1049515,DF
2025-2026,910121,MF
2025-2026,1100354,DF
2025-2026,822110,DF
2025-2026,262911,DF
2025-2026,935543,FW
2025-2026,1131339,DF
2025-2026,871765,MF
2025-2026,1401005,FW
2025-2026,1407848,DF
2025-2026,982778,DF
2025-2026,904970,MF
2025-2026,326471,MF
2025-2026,914755,MF
2025-2026,1137814,MF
2025-2026,817979,DF
2025-2026,927405,Off_MF
2025-2026,293127,DF
2025-2026,286909,DF
2025-2026,940054,Off_MF
2025-2026,21555,DF
2025-2026,149370,MF
2025-2026,1102503,FW
2025-2026,855731,FW
2025-2026,1174937,FW
2025-2026,294597,FW
2025-2026,142148,DF
2025-2026,966547,FW
2025-2026,305278,DF
2025-2026,187433,Off_MF
2025-2026,1391752,Off_MF
2025-2026,842364,DF
2025-2026,1047484,FW
2025-2026,606346,DF
2025-2026,859999,DF
2025-2026,229740,DF
2025-2026,1035695,Off_MF
2025-2026,917485,FW
2025-2026,909966,FW
2025-2026,989768,DF
2025-2026,845273,Off_MF
2025-2026,1009386,Off_MF
2025-2026,960114,DF
2025-2026,787941,MF
2025-2026,1084399,Off_MF
2025-2026,960080,FW
2025-2026,788141,Off_MF
2025-2026,575952,FW
2025-2026,861981,Off_MF
2025-2026,113956,FW
2025-2026,1169436,FW
2025-2026,892521,DF
2025-2026,945532,DF
2025-2026,2110897,MF
2025-2026,1126779,Off_MF
2025-2026,2029648,FW
2025-2026,1005648,DF
2025-2026,2137784,FW
2025-2026,979479,FW
2025-2026,191182,Off_MF
2025-2026,1105779,MF
2025-2026,1428699,DF
2025-2026,1861975,Off_MF
2025-2026,1135873,FW
2025-2026,835485,FW
2025-2026,962408,DF
2025-2026,368120,MF
2025-2026,1190933,Off_MF
2025-2026,922928,DF
2025-2026,991824,FW
2025-2026,797596,MF
2025-2026,252343,DF
2025-2026,1175821,MF
2025-2026,359272,MF
2025-2026,1129382,DF
2025-2026,34120,FW
2025-2026,576266,DF
2025-2026,1154657,DF
2025-2026,930189,MF
2025-2026,1131002,FW
2025-2026,609752,MF
2025-2026,1546231,Off_MF
2025-2026,1398526,MF
2025-2026,944165,FW
2025-2026,1199247,FW
2025-2026,944660,Off_MF
2025-2026,998241,DF
2025-2026,1083382,DF
2025-2026,1485391,DF
2025-2026,1004505,Off_MF
2025-2026,978062,Off_MF
2025-2026,807301,FW
2025-2026,934510,FW
2025-2026,1129935,DF
2025-2026,158243,DF
2025-2026,303638,DF
2025-2026,1085913,DF
2025-2026,871886,MF
2025-2026,759520,DF
2025-2026,859769,MF
2025-2026,1464641,MF
2025-2026,859026,FW
2025-2026,980634,DF
2025-2026,848279,DF
2025-2026,831799,DF
2025-2026,997012,FW
2025-2026,599128,DF
2025-2026,911679,MF
2025-2026,1146148,FW
2025-2026,979232,FW
2025-2026,190405,MF
2025-2026,1001858,DF
2025-2026,814023,DF
2025-2026,983572,DF
2025-2026,939830,FW
2025-2026,95381,Off_MF
2025-2026,1120669,MF
2025-2026,1154935,FW
2025-2026,1471671,DF
2025-2026,1000442,MF
2025-2026,146866,FW
2025-2026,1649918,FW
2025-2026,1100646,Off_MF
2025-2026,256219,FW
2025-2026,976025,DF
2025-2026,966849,DF
2025-2026,1154605,FW
2025-2026,1048888,FW
2025-2026,866810,DF
2025-2026,1961626,MF
2025-2026,1130307,Off_MF
2025-2026,985086,DF
2025-2026,962029,FW
2025-2026,980410,MF
2025-2026,861850,FW
2025-2026,805078,DF
2025-2026,547410,Off_MF
2025-2026,901907,FW
2025-2026,841947,MF
2025-2026,814594,DF
2025-2026,964994,DF
2025-2026,983066,DF
2025-2026,860307,DF
2025-2026,1127313,MF
2025-2026,769333,FW
2025-2026,1634980,DF
2025-2026,280991,MF
2025-2026,1180758,FW
2025-2026,1094106,DF
2025-2026,1410148,MF
2025-2026,126816,DF
2025-2026,826185,DF
2025-2026,831005,FW
2025-2026,982613,Def_MF
2025-2026,580550,DF
2025-2026,851282,DF
2025-2026,877013,FW
2025-2026,355486,DF
2025-2026,823085,DF
2025-2026,798835,Off_MF
2025-2026,1066042,MF
2025-2026,39182,MF
2025-2026,1002711,MF
2025-2026,877102,DF
2025-2026,1067120,MF
2025-2026,959806,MF
2025-2026,1129360,DF
2025-2026,1102528,Off_MF
2025-2026,826064,Off_MF
2025-2026,1116570,DF
2025-2026,1136896,DF
2025-2026,1128532,Off_MF
2025-2026,1008259,MF
2025-2026,1597145,DF
2025-2026,826204,MF
2025-2026,954061,FW
2025-2026,973418,DF
2025-2026,1194333,DF
2025-2026,970998,MF
2025-2026,852404,MF
2025-2026,1398524,FW
2025-2026,138383,MF
2025-2026,328109,Def_MF
2025-2026,909991,MF
2025-2026,987734,FW
2025-2026,1101232,DF
2025-2026,877302,MF
2025-2026,997152,DF
2025-2026,1405998,DF
2025-2026,1525367,MF
2025-2026,1529051,DF
2025-2026,798936,DF
2025-2026,814873,MF
2025-2026,591706,MF
2025-2026,928796,MF
2025-2026,895592,MF
2025-2026,1142251,MF
2025-2026,1397168,DF
2025-2026,786186,FW
2025-2026,1127788,DF
2025-2026,975937,Off_MF
2025-2026,1390682,FW
2025-2026,876259,MF
2025-2026,85859,FW
2025-2026,555540,Off_MF
2025-2026,826186,DF
2025-2026,803039,FW
2025-2026,1127790,FW
2025-2026,1391616,FW
2025-2026,889259,FW
2025-2026,1119502,Off_MF
2025-2026,859027,MF
2025-2026,908716,DF
2025-2026,803174,DF
2025-2026,142622,DF
2025-2026,944973,DF
2025-2026,360718,DF
2025-2026,542634,FW
2025-2026,1400650,MF
2025-2026,963198,DF
2025-2026,1018190,FW
2025-2026,1142335,MF
2025-2026,851254,DF
2025-2026,1128844,FW
2025-2026,1085950,MF
2025-2026,878081,FW
2025-2026,164511,MF
2025-2026,794953,DF
2025-2026,880218,Off_MF
2025-2026,1048569,DF
2025-2026,1139409,Off_MF
2025-2026,1184248,FW
2025-2026,1418649,DF
2025-2026,857482,MF
2025-2026,910267,DF
2025-2026,827606,MF
2025-2026,920022,DF
2025-2026,284367,DF
2025-2026,792122,MF
2025-2026,788061,FW
2025-2026,839981,MF
2025-2026,917087,Off_MF
2025-2026,972886,DF
2025-2026,577726,DF
2025-2026,971005,FW
2025-2026,1035986,Off_MF
2025-2026,973887,MF
2025-2026,875360,DF
2025-2026,845170,DF
2025-2026,1083832,MF
2025-2026,905163,FW
2025-2026,1173172,DF
2025-2026,806076,Off_MF
2025-2026,1177351,DF
2025-2026,1010726,MF
2025-2026,37151,Off_MF
2025-2026,67769,DF
2025-2026,835484,MF
2025-2026,1142675,FW
2025-2026,921789,DF
2025-2026,894474,DF
2025-2026,1391541,Off_MF
2025-2026,957604,FW
2025-2026,1108441,DF
2025-2026,1019321,FW
2025-2026,849274,MF
2025-2026,1012177,DF
2025-2026,1156616,FW
2025-2026,910031,Off_MF
2025-2026,865523,FW
2025-2026,142231,DF
2025-2026,954056,MF
2025-2026,901325,MF
2025-2026,193554,MF
2025-2026,996910,DF
2025-2026,800417,DF
2025-2026,1090019,FW
2025-2026,69256,DF
2025-2026,142525,DF
2025-2026,906278,DF
2025-2026,910026,FW
2025-2026,976381,FW
2025-2026,798147,FW
2025-2026,802695,DF
2025-2026,973536,FW
2025-2026,378340,FW
2025-2026,999030,DF
2025-2026,907152,MF
2025-2026,927304,DF
2025-2026,872919,FW
2025-2026,944225,DF
2025-2026,1597191,MF
2025-2026,817957,FW
2025-2026,1065261,FW
2025-2026,987489,FW
2025-2026,1190938,Off_MF
2025-2026,827504,DF
2025-2026,887275,FW
2025-2026,976263,DF
2025-2026,1137900,DF
2025-2026,560756,DF
2025-2026,896569,DF
2025-2026,39070,FW
2025-2026,588566,MF
2025-2026,859021,MF
2025-2026,372336,FW
2025-2026,226978,Off_MF
2025-2026,827064,FW
2025-2026,977679,DF
2025-2026,959872,DF
2025-2026,189061,FW
2025-2026,181581,MF
2025-2026,987504,FW
2025-2026,1126569,Off_MF
2025-2026,986397,FW
2025-2026,1516324,DF
2025-2026,1020422,Off_MF
2025-2026,48480,MF
2025-2026,795222,MF
2025-2026,1082981,MF
2025-2026,893549,Off_MF
2025-2026,1197153,MF
2025-2026,135700,MF
2025-2026,909485,FW
2025-2026,796206,MF
2025-2026,869888,DF
2025-2026,41789,FW
2025-2026,1010165,DF
2025-2026,168985,MF
2025-2026,1006489,DF
2025-2026,318963,Off_MF
2025-2026,974581,DF
2025-2026,1142588,MF
2025-2026,149380,DF
2025-2026,949962,FW
2025-2026,1142175,MF
2025-2026,871706,FW
2025-2026,845385,Off_MF
2025-2026,1445625,DF
2025-2026,864169,DF
2025-2026,1199043,MF
2025-2026,1063235,FW
2025-2026,1473491,Off_MF
2025-2026,108484,DF
2025-2026,999276,DF
2025-2026,898815,DF
2025-2026,1085400,FW
2025-2026,975798,Off_MF
2025-2026,905639,Def_MF
2025-2026,797290,DF
2025-2026,1426228,FW
2025-2026,608362,Off_MF
2025-2026,1090963,FW
2025-2026,985923,MF
2025-2026,825271,MF
2025-2026,958982,FW
2025-2026,1210848,DF
2025-2026,128285,DF
2025-2026,1135887,DF
2025-2026,856739,DF
2025-2026,1393673,FW
2025-2026,1156645,DF
2025-2026,1014287,DF
2025-2026,957602,DF
2025-2026,1170693,FW
2025-2026,901892,MF
2025-2026,945448,DF
2025-2026,993389,DF
2025-2026,836711,FW
2025-2026,171961,FW
2025-2026,936849,FW
2025-2026,1515554,FW
2025-2026,891510,FW
2025-2026,1215906,FW
2025-2026,991479,DF
2025-2026,2193204,DF
2025-2026,877544,FW
2025-2026,1029748,FW
2025-2026,923894,DF
2025-2026,945404,DF
2025-2026,355796,MF
2025-2026,371222,MF
2025-2026,934383,DF
2025-2026,1800245,FW
2025-2026,579576,DF
2025-2026,1597260,DF
2025-2026,1017649,FW
2025-2026,1129365,DF
2025-2026,798002,MF
2025-2026,1153315,DF
2025-2026,1010383,MF
2025-2026,84972,FW
2025-2026,996952,FW
2025-2026,1142315,MF
2025-2026,352370,DF
2025-2026,1085180,FW
2025-2026,1426221,DF
2025-2026,253993,MF
2025-2026,186845,Def_MF
2025-2026,1632454,DF
2025-2026,911350,FW
2025-2026,814590,FW
2025-2026,857740,DF
2025-2026,1030829,Off_MF
2025-2026,929199,DF
2025-2026,1156353,Off_MF
2025-2026,991421,Off_MF
2025-2026,350560,DF
2025-2026,913695,DF
2025-2026,966862,Off_MF
2025-2026,1000366,MF
2025-2026,997183,Off_MF
2025-2026,1174462,Off_MF
2025-2026,965011,DF
2025-2026,1930811,DF
2025-2026,923973,Def_MF
2025-2026,998950,FW
2025-2026,979290,Def_MF
2025-2026,800419,MF
2025-2026,1490783,MF
2025-2026,250133,MF
2025-2026,1136399,DF
2025-2026,552036,DF
2025-2026,1087805,DF
2025-2026,1091303,Off_MF
2025-2026,934386,Off_MF
2025-2026,928033,MF
2025-2026,839156,FW
2025-2026,892235,DF
2025-2026,838232,Off_MF
2025-2026,826004,MF
2025-2026,920525,DF
2025-2026,787751,DF
2025-2026,1002837,DF
2025-2026,979128,Off_MF
2025-2026,935564,FW
2025-2026,1426597,DF
2025-2026,1153270,Off_MF
2025-2026,798583,DF
2025-2026,814882,MF
2025-2026,1192318,Off_MF
2025-2026,1899647,Off_MF
2025-2026,332155,DF
2025-2026,1134083,MF
2025-2026,930272,MF
2025-2026,953097,DF
2025-2026,190877,DF
2025-2026,966801,Off_MF
2025-2026,946695,Off_MF
2025-2026,1939173,FW
2025-2026,1155226,DF
2025-2026,1001828,DF
2025-2026,822340,FW
2025-2026,875137,FW
2025-2026,1048422,FW
2025-2026,1458073,DF
2025-2026,1112327,MF
2025-2026,802138,Off_MF
2025-2026,893062,FW
2025-2026,825754,FW
2025-2026,914902,FW
2025-2026,1012176,DF
2025-2026,945217,DF
2025-2026,928104,DF
2025-2026,795228,FW
2025-2026,157377,DF
2025-2026,576384,DF
2025-2026,825133,DF
2025-2026,836698,DF
2025-2026,133908,MF
2025-2026,1142211,MF
2025-2026,609206,DF
2025-2026,803033,DF
2025-2026,1090374,DF
2025-2026,1392044,DF
2025-2026,1099117,DF
2025-2026,1392829,FW
2025-2026,957921,MF
2025-2026,973290,Off_MF
2025-2026,791079,MF
2025-2026,910046,DF
2025-2026,280979,Off_MF
2025-2026,188365,DF
2025-2026,798926,DF
2025-2026,867442,FW
2025-2026,1389846,MF
2025-2026,927407,DF
2025-2026,1096210,DF
2025-2026,190159,FW
2025-2026,1407524,Off_MF
2025-2026,851284,FW
2025-2026,147289,Def_MF
2025-2026,331737,MF
2025-2026,927066,MF
2025-2026,96538,DF
2025-2026,351434,DF
2025-2026,352296,FW
2025-2026,829932,DF
2025-2026,329417,DF
2025-2026,997035,DF
2025-2026,48557,DF
2025-2026,916176,Off_MF
2025-2026,900669,Off_MF
2025-2026,993952,MF
2025-2026,1186010,DF
2025-2026,1894003,DF
2025-2026,1170773,FW
2025-2026,1114422,MF
2025-2026,1111640,MF
2025-2026,791190,Def_MF
2025-2026,973556,Off_MF
2025-2026,377118,DF
2025-2026,773409,FW
2025-2026,801030,MF
2025-2026,1131540,DF
2025-2026,864921,Off_MF
2025-2026,354878,DF
2025-2026,944656,FW
2025-2026,785989,FW
2025-2026,1010656,Off_MF
2025-2026,148899,DF
2025-2026,1069159,DF
2025-2026,794338,MF
2025-2026,1462742,Off_MF
2025-2026,984184,DF
2025-2026,886737,DF
2025-2026,802159,FW
2025-2026,1172936,MF
2025-2026,851222,DF
2025-2026,168861,DF
2025-2026,902019,MF
2025-2026,791702,FW
2025-2026,886930,DF
2025-2026,959628,DF
2025-2026,979480,DF
2025-2026,840414,DF
2025-2026,128587,DF
2025-2026,827681,DF
2025-2026,991011,Off_MF
2025-2026,906275,DF
2025-2026,1525863,DF
2025-2026,989276,DF
2025-2026,1103488,DF
2025-2026,42694,MF
2025-2026,190437,MF
2025-2026,1395746,FW
2025-2026,57627,DF
2025-2026,1107591,FW
2025-2026,980623,FW
2025-2026,1036269,MF
2025-2026,885892,MF
2025-2026,867445,Off_MF
2025-2026,1471683,DF
2025-2026,942836,FW
2025-2026,910048,FW
2025-2026,604232,DF
2025-2026,1387156,DF
2025-2026,927353,MF
2025-2026,787505,DF
2025-2026,560128,MF
2025-2026,318645,MF
2025-2026,184661,MF
2025-2026,1005343,FW
2025-2026,840217,FW
2025-2026,1800475,FW
2025-2026,814385,FW
2025-2026,1014290,FW
2025-2026,1022084,MF
2025-2026,976374,FW
2025-2026,352802,MF
2025-2026,855647,FW
2025-2026,1606792,DF
2025-2026,885908,DF
2025-2026,802143,DF
